route,area,role,viewport,control_type,discovered_count,expected,actual,result,evidence,source,related_tests,defect_id
"/dashboard/communications/guests/[guestId]","Customer dashboard","authenticated/entitled","desktop + mobile required","link","5","Correct UI, authorization, persistence, telemetry, and downstream effect","Not browser-exercised","untested","Static JSX discovery only","src/app/(dashboard)/dashboard/communications/guests/[guestId]/page.tsx","Repository suite; no route-level browser evidence","BLK-001"
"/dashboard/communications/guests/[guestId]","Customer dashboard","authenticated/entitled","desktop + mobile required","form","1","Correct UI, authorization, persistence, telemetry, and downstream effect","Not browser-exercised","untested","Static JSX discovery only","src/app/(dashboard)/dashboard/communications/guests/[guestId]/page.tsx","Repository suite; no route-level browser evidence","BLK-001"
"/dashboard/communications/guests/[guestId]","Customer dashboard","authenticated/entitled","desktop + mobile required","input","5","Correct UI, authorization, persistence, telemetry, and downstream effect","Not browser-exercised","untested","Static JSX discovery only","src/app/(dashboard)/dashboard/communications/guests/[guestId]/page.tsx","Repository suite; no route-level browser evidence","BLK-001"
"/dashboard/communications/guests/[guestId]","Customer dashboard","authenticated/entitled","desktop + mobile required","select","3","Correct UI, authorization, persistence, telemetry, and downstream effect","Not browser-exercised","untested","Static JSX discovery only","src/app/(dashboard)/dashboard/communications/guests/[guestId]/page.tsx","Repository suite; no route-level browser evidence","BLK-001"
"/dashboard/communications/guests/[guestId]","Customer dashboard","authenticated/entitled","desktop + mobile required","button","1","Correct UI, authorization, persistence, telemetry, and downstream effect","Not browser-exercised","untested","Static JSX discovery only","src/app/(dashboard)/dashboard/communications/guests/[guestId]/page.tsx","Repository suite; no route-level browser evidence","BLK-001"
"/dashboard/financial/expenses/new","Customer dashboard","authenticated/entitled","desktop + mobile required","link","1","Correct UI, authorization, persistence, telemetry, and downstream effect","Not browser-exercised","untested","Static JSX discovery only","src/app/(dashboard)/dashboard/financial/expenses/new/page.tsx","Repository suite; no route-level browser evidence","BLK-001"
"/dashboard/guidebooks","Guidebook Studio","authenticated/entitled","desktop + mobile required","link","13","Correct UI, authorization, persistence, telemetry, and downstream effect","Not browser-exercised","untested","Static JSX discovery only","src/app/(dashboard)/dashboard/guidebooks/page.tsx","Repository suite; no route-level browser evidence","BLK-001"
"/dashboard/guidebooks","Guidebook Studio","authenticated/entitled","desktop + mobile required","form","1","Correct UI, authorization, persistence, telemetry, and downstream effect","Not browser-exercised","untested","Static JSX discovery only","src/app/(dashboard)/dashboard/guidebooks/page.tsx","Repository suite; no route-level browser evidence","BLK-001"
"/dashboard/guidebooks","Guidebook Studio","authenticated/entitled","desktop + mobile required","input","1","Correct UI, authorization, persistence, telemetry, and downstream effect","Not browser-exercised","untested","Static JSX discovery only","src/app/(dashboard)/dashboard/guidebooks/page.tsx","Repository suite; no route-level browser evidence","BLK-001"
"/dashboard/guidebooks","Guidebook Studio","authenticated/entitled","desktop + mobile required","select","2","Correct UI, authorization, persistence, telemetry, and downstream effect","Not browser-exercised","untested","Static JSX discovery only","src/app/(dashboard)/dashboard/guidebooks/page.tsx","Repository suite; no route-level browser evidence","BLK-001"
"/dashboard/guidebooks","Guidebook Studio","authenticated/entitled","desktop + mobile required","button","1","Correct UI, authorization, persistence, telemetry, and downstream effect","Not browser-exercised","untested","Static JSX discovery only","src/app/(dashboard)/dashboard/guidebooks/page.tsx","Repository suite; no route-level browser evidence","BLK-001"
"/dashboard/guidebooks/[guidebookId]","Guidebook Studio","authenticated/entitled","desktop + mobile required","link","4","Correct UI, authorization, persistence, telemetry, and downstream effect","Not browser-exercised","untested","Static JSX discovery only","src/app/(dashboard)/dashboard/guidebooks/[guidebookId]/page.tsx","Repository suite; no route-level browser evidence","BLK-001"
"/dashboard/guidebooks/[guidebookId]","Guidebook Studio","authenticated/entitled","desktop + mobile required","form","1","Correct UI, authorization, persistence, telemetry, and downstream effect","Not browser-exercised","untested","Static JSX discovery only","src/app/(dashboard)/dashboard/guidebooks/[guidebookId]/page.tsx","Repository suite; no route-level browser evidence","BLK-001"
"/dashboard/guidebooks/[guidebookId]","Guidebook Studio","authenticated/entitled","desktop + mobile required","input","3","Correct UI, authorization, persistence, telemetry, and downstream effect","Not browser-exercised","untested","Static JSX discovery only","src/app/(dashboard)/dashboard/guidebooks/[guidebookId]/page.tsx","Repository suite; no route-level browser evidence","BLK-001"
"/dashboard/guidebooks/[guidebookId]","Guidebook Studio","authenticated/entitled","desktop + mobile required","button","1","Correct UI, authorization, persistence, telemetry, and downstream effect","Not browser-exercised","untested","Static JSX discovery only","src/app/(dashboard)/dashboard/guidebooks/[guidebookId]/page.tsx","Repository suite; no route-level browser evidence","BLK-001"
"/dashboard/guidebooks/[guidebookId]/compose","Guidebook Studio","authenticated/entitled","desktop + mobile required","link","1","Correct UI, authorization, persistence, telemetry, and downstream effect","Not browser-exercised","untested","Static JSX discovery only","src/app/(dashboard)/dashboard/guidebooks/[guidebookId]/compose/page.tsx","Repository suite; no route-level browser evidence","BLK-001"
"/dashboard/guidebooks/[guidebookId]/edit","Guidebook Studio","authenticated/entitled","desktop + mobile required","link","1","Correct UI, authorization, persistence, telemetry, and downstream effect","Not browser-exercised","untested","Static JSX discovery only","src/app/(dashboard)/dashboard/guidebooks/[guidebookId]/edit/page.tsx","Repository suite; no route-level browser evidence","BLK-001"
"/dashboard/guidebooks/[guidebookId]/improve","Guidebook Studio","authenticated/entitled","desktop + mobile required","link","1","Correct UI, authorization, persistence, telemetry, and downstream effect","Not browser-exercised","untested","Static JSX discovery only","src/app/(dashboard)/dashboard/guidebooks/[guidebookId]/improve/page.tsx","Repository suite; no route-level browser evidence","BLK-001"
"/dashboard/guidebooks/[guidebookId]/preview","Guidebook Studio","authenticated/entitled","desktop + mobile required","link","5","Correct UI, authorization, persistence, telemetry, and downstream effect","Not browser-exercised","untested","Static JSX discovery only","src/app/(dashboard)/dashboard/guidebooks/[guidebookId]/preview/page.tsx","Repository suite; no route-level browser evidence","BLK-001"
"/dashboard/guidebooks/[guidebookId]/preview","Guidebook Studio","authenticated/entitled","desktop + mobile required","a","1","Correct UI, authorization, persistence, telemetry, and downstream effect","Not browser-exercised","untested","Static JSX discovery only","src/app/(dashboard)/dashboard/guidebooks/[guidebookId]/preview/page.tsx","Repository suite; no route-level browser evidence","BLK-001"
"/dashboard/guidebooks/[guidebookId]/settings","Guidebook Studio","authenticated/entitled","desktop + mobile required","form","2","Correct UI, authorization, persistence, telemetry, and downstream effect","Not browser-exercised","untested","Static JSX discovery only","src/app/(dashboard)/dashboard/guidebooks/[guidebookId]/settings/page.tsx","Repository suite; no route-level browser evidence","BLK-001"
"/dashboard/guidebooks/[guidebookId]/settings","Guidebook Studio","authenticated/entitled","desktop + mobile required","input","7","Correct UI, authorization, persistence, telemetry, and downstream effect","Not browser-exercised","untested","Static JSX discovery only","src/app/(dashboard)/dashboard/guidebooks/[guidebookId]/settings/page.tsx","Repository suite; no route-level browser evidence","BLK-001"
"/dashboard/guidebooks/[guidebookId]/settings","Guidebook Studio","authenticated/entitled","desktop + mobile required","button","2","Correct UI, authorization, persistence, telemetry, and downstream effect","Not browser-exercised","untested","Static JSX discovery only","src/app/(dashboard)/dashboard/guidebooks/[guidebookId]/settings/page.tsx","Repository suite; no route-level browser evidence","BLK-001"
"/dashboard/guidebooks/[guidebookId]/setup","Guidebook Studio","authenticated/entitled","desktop + mobile required","link","1","Correct UI, authorization, persistence, telemetry, and downstream effect","Not browser-exercised","untested","Static JSX discovery only","src/app/(dashboard)/dashboard/guidebooks/[guidebookId]/setup/page.tsx","Repository suite; no route-level browser evidence","BLK-001"
"/dashboard/guidebooks/[guidebookId]/share","Guidebook Studio","authenticated/entitled","desktop + mobile required","a","3","Correct UI, authorization, persistence, telemetry, and downstream effect","Not browser-exercised","untested","Static JSX discovery only","src/app/(dashboard)/dashboard/guidebooks/[guidebookId]/share/page.tsx","Repository suite; no route-level browser evidence","BLK-001"
"/dashboard/guidebooks/[guidebookId]/share","Guidebook Studio","authenticated/entitled","desktop + mobile required","link","2","Correct UI, authorization, persistence, telemetry, and downstream effect","Not browser-exercised","untested","Static JSX discovery only","src/app/(dashboard)/dashboard/guidebooks/[guidebookId]/share/page.tsx","Repository suite; no route-level browser evidence","BLK-001"
"/dashboard/guidebooks/[guidebookId]/versions/[versionId]/preview","Guidebook Studio","authenticated/entitled","desktop + mobile required","link","1","Correct UI, authorization, persistence, telemetry, and downstream effect","Not browser-exercised","untested","Static JSX discovery only","src/app/(dashboard)/dashboard/guidebooks/[guidebookId]/versions/[versionId]/preview/page.tsx","Repository suite; no route-level browser evidence","BLK-001"
"/dashboard/guidebooks/new","Guidebook Studio","authenticated/entitled","desktop + mobile required","link","3","Correct UI, authorization, persistence, telemetry, and downstream effect","Not browser-exercised","untested","Static JSX discovery only","src/app/(dashboard)/dashboard/guidebooks/new/page.tsx","Repository suite; no route-level browser evidence","BLK-001"
"/dashboard/investments/new","Investment Intelligence","authenticated/entitled","desktop + mobile required","link","1","Correct UI, authorization, persistence, telemetry, and downstream effect","Not browser-exercised","untested","Static JSX discovery only","src/app/(dashboard)/dashboard/investments/new/page.tsx","Repository suite; no route-level browser evidence","BLK-001"
"/dashboard/investments/opportunities/[id]","Investment Intelligence","authenticated/entitled","desktop + mobile required","link","1","Correct UI, authorization, persistence, telemetry, and downstream effect","Not browser-exercised","untested","Static JSX discovery only","src/app/(dashboard)/dashboard/investments/opportunities/[id]/page.tsx","Repository suite; no route-level browser evidence","BLK-001"
"/dashboard/investments/opportunities/[id]/compare","Investment Intelligence","authenticated/entitled","desktop + mobile required","link","3","Correct UI, authorization, persistence, telemetry, and downstream effect","Not browser-exercised","untested","Static JSX discovery only","src/app/(dashboard)/dashboard/investments/opportunities/[id]/compare/page.tsx","Repository suite; no route-level browser evidence","BLK-001"
"/dashboard/investments/opportunities/[id]/compare","Investment Intelligence","authenticated/entitled","desktop + mobile required","form","2","Correct UI, authorization, persistence, telemetry, and downstream effect","Not browser-exercised","untested","Static JSX discovery only","src/app/(dashboard)/dashboard/investments/opportunities/[id]/compare/page.tsx","Repository suite; no route-level browser evidence","BLK-001"
"/dashboard/investments/opportunities/[id]/compare","Investment Intelligence","authenticated/entitled","desktop + mobile required","input","10","Correct UI, authorization, persistence, telemetry, and downstream effect","Not browser-exercised","untested","Static JSX discovery only","src/app/(dashboard)/dashboard/investments/opportunities/[id]/compare/page.tsx","Repository suite; no route-level browser evidence","BLK-001"
"/dashboard/investments/opportunities/[id]/compare","Investment Intelligence","authenticated/entitled","desktop + mobile required","button","2","Correct UI, authorization, persistence, telemetry, and downstream effect","Not browser-exercised","untested","Static JSX discovery only","src/app/(dashboard)/dashboard/investments/opportunities/[id]/compare/page.tsx","Repository suite; no route-level browser evidence","BLK-001"
"/dashboard/investments/opportunities/[id]/learning","Investment Intelligence","authenticated/entitled","desktop + mobile required","link","3","Correct UI, authorization, persistence, telemetry, and downstream effect","Not browser-exercised","untested","Static JSX discovery only","src/app/(dashboard)/dashboard/investments/opportunities/[id]/learning/page.tsx","Repository suite; no route-level browser evidence","BLK-001"
"/dashboard/investments/opportunities/[id]/learning","Investment Intelligence","authenticated/entitled","desktop + mobile required","form","2","Correct UI, authorization, persistence, telemetry, and downstream effect","Not browser-exercised","untested","Static JSX discovery only","src/app/(dashboard)/dashboard/investments/opportunities/[id]/learning/page.tsx","Repository suite; no route-level browser evidence","BLK-001"
"/dashboard/investments/opportunities/[id]/learning","Investment Intelligence","authenticated/entitled","desktop + mobile required","input","8","Correct UI, authorization, persistence, telemetry, and downstream effect","Not browser-exercised","untested","Static JSX discovery only","src/app/(dashboard)/dashboard/investments/opportunities/[id]/learning/page.tsx","Repository suite; no route-level browser evidence","BLK-001"
"/dashboard/investments/opportunities/[id]/learning","Investment Intelligence","authenticated/entitled","desktop + mobile required","select","3","Correct UI, authorization, persistence, telemetry, and downstream effect","Not browser-exercised","untested","Static JSX discovery only","src/app/(dashboard)/dashboard/investments/opportunities/[id]/learning/page.tsx","Repository suite; no route-level browser evidence","BLK-001"
"/dashboard/investments/opportunities/[id]/learning","Investment Intelligence","authenticated/entitled","desktop + mobile required","button","2","Correct UI, authorization, persistence, telemetry, and downstream effect","Not browser-exercised","untested","Static JSX discovery only","src/app/(dashboard)/dashboard/investments/opportunities/[id]/learning/page.tsx","Repository suite; no route-level browser evidence","BLK-001"
"/dashboard/investments/opportunities/[id]/learning","Investment Intelligence","authenticated/entitled","desktop + mobile required","textarea","1","Correct UI, authorization, persistence, telemetry, and downstream effect","Not browser-exercised","untested","Static JSX discovery only","src/app/(dashboard)/dashboard/investments/opportunities/[id]/learning/page.tsx","Repository suite; no route-level browser evidence","BLK-001"
"/dashboard/investments/portfolio/compare","Investment Intelligence","authenticated/entitled","desktop + mobile required","link","1","Correct UI, authorization, persistence, telemetry, and downstream effect","Not browser-exercised","untested","Static JSX discovery only","src/app/(dashboard)/dashboard/investments/portfolio/compare/page.tsx","Repository suite; no route-level browser evidence","BLK-001"
"/dashboard/investments/scenarios","Investment Intelligence","authenticated/entitled","desktop + mobile required","link","5","Correct UI, authorization, persistence, telemetry, and downstream effect","Not browser-exercised","untested","Static JSX discovery only","src/app/(dashboard)/dashboard/investments/scenarios/page.tsx","Repository suite; no route-level browser evidence","BLK-001"
"/dashboard/investments/scenarios","Investment Intelligence","authenticated/entitled","desktop + mobile required","form","2","Correct UI, authorization, persistence, telemetry, and downstream effect","Not browser-exercised","untested","Static JSX discovery only","src/app/(dashboard)/dashboard/investments/scenarios/page.tsx","Repository suite; no route-level browser evidence","BLK-001"
"/dashboard/investments/scenarios","Investment Intelligence","authenticated/entitled","desktop + mobile required","input","3","Correct UI, authorization, persistence, telemetry, and downstream effect","Not browser-exercised","untested","Static JSX discovery only","src/app/(dashboard)/dashboard/investments/scenarios/page.tsx","Repository suite; no route-level browser evidence","BLK-001"
"/dashboard/investments/scenarios","Investment Intelligence","authenticated/entitled","desktop + mobile required","select","2","Correct UI, authorization, persistence, telemetry, and downstream effect","Not browser-exercised","untested","Static JSX discovery only","src/app/(dashboard)/dashboard/investments/scenarios/page.tsx","Repository suite; no route-level browser evidence","BLK-001"
"/dashboard/investments/scenarios","Investment Intelligence","authenticated/entitled","desktop + mobile required","button","2","Correct UI, authorization, persistence, telemetry, and downstream effect","Not browser-exercised","untested","Static JSX discovery only","src/app/(dashboard)/dashboard/investments/scenarios/page.tsx","Repository suite; no route-level browser evidence","BLK-001"
"/dashboard/investments/settings","Investment Intelligence","authenticated/entitled","desktop + mobile required","button","1","Correct UI, authorization, persistence, telemetry, and downstream effect","Not browser-exercised","untested","Static JSX discovery only","src/app/(dashboard)/dashboard/investments/settings/page.tsx","Repository suite; no route-level browser evidence","BLK-001"
"/dashboard/learn","Learn","authenticated/entitled","desktop + mobile required","link","2","Correct UI, authorization, persistence, telemetry, and downstream effect","Not browser-exercised","untested","Static JSX discovery only","src/app/(dashboard)/dashboard/learn/page.tsx","Repository suite; no route-level browser evidence","BLK-001"
"/dashboard/learning/candidates","Learn","authenticated/entitled","desktop + mobile required","form","1","Correct UI, authorization, persistence, telemetry, and downstream effect","Not browser-exercised","untested","Static JSX discovery only","src/app/(dashboard)/dashboard/learning/candidates/page.tsx","Repository suite; no route-level browser evidence","BLK-001"
"/dashboard/learning/candidates","Learn","authenticated/entitled","desktop + mobile required","input","2","Correct UI, authorization, persistence, telemetry, and downstream effect","Not browser-exercised","untested","Static JSX discovery only","src/app/(dashboard)/dashboard/learning/candidates/page.tsx","Repository suite; no route-level browser evidence","BLK-001"
"/dashboard/learning/candidates","Learn","authenticated/entitled","desktop + mobile required","textarea","1","Correct UI, authorization, persistence, telemetry, and downstream effect","Not browser-exercised","untested","Static JSX discovery only","src/app/(dashboard)/dashboard/learning/candidates/page.tsx","Repository suite; no route-level browser evidence","BLK-001"
"/dashboard/learning/candidates","Learn","authenticated/entitled","desktop + mobile required","button","1","Correct UI, authorization, persistence, telemetry, and downstream effect","Not browser-exercised","untested","Static JSX discovery only","src/app/(dashboard)/dashboard/learning/candidates/page.tsx","Repository suite; no route-level browser evidence","BLK-001"
"/dashboard/learning/lessons","Learn","authenticated/entitled","desktop + mobile required","form","1","Correct UI, authorization, persistence, telemetry, and downstream effect","Not browser-exercised","untested","Static JSX discovery only","src/app/(dashboard)/dashboard/learning/lessons/page.tsx","Repository suite; no route-level browser evidence","BLK-001"
"/dashboard/learning/lessons","Learn","authenticated/entitled","desktop + mobile required","input","1","Correct UI, authorization, persistence, telemetry, and downstream effect","Not browser-exercised","untested","Static JSX discovery only","src/app/(dashboard)/dashboard/learning/lessons/page.tsx","Repository suite; no route-level browser evidence","BLK-001"
"/dashboard/learning/lessons","Learn","authenticated/entitled","desktop + mobile required","select","4","Correct UI, authorization, persistence, telemetry, and downstream effect","Not browser-exercised","untested","Static JSX discovery only","src/app/(dashboard)/dashboard/learning/lessons/page.tsx","Repository suite; no route-level browser evidence","BLK-001"
"/dashboard/learning/lessons","Learn","authenticated/entitled","desktop + mobile required","button","1","Correct UI, authorization, persistence, telemetry, and downstream effect","Not browser-exercised","untested","Static JSX discovery only","src/app/(dashboard)/dashboard/learning/lessons/page.tsx","Repository suite; no route-level browser evidence","BLK-001"
"/dashboard/learning/lessons/[lessonId]","Learn","authenticated/entitled","desktop + mobile required","link","1","Correct UI, authorization, persistence, telemetry, and downstream effect","Not browser-exercised","untested","Static JSX discovery only","src/app/(dashboard)/dashboard/learning/lessons/[lessonId]/page.tsx","Repository suite; no route-level browser evidence","BLK-001"
"/dashboard/learning/reviews","Learn","authenticated/entitled","desktop + mobile required","a","1","Correct UI, authorization, persistence, telemetry, and downstream effect","Not browser-exercised","untested","Static JSX discovery only","src/app/(dashboard)/dashboard/learning/reviews/page.tsx","Repository suite; no route-level browser evidence","BLK-001"
"/dashboard/learning/reviews/[reviewId]","Learn","authenticated/entitled","desktop + mobile required","link","1","Correct UI, authorization, persistence, telemetry, and downstream effect","Not browser-exercised","untested","Static JSX discovery only","src/app/(dashboard)/dashboard/learning/reviews/[reviewId]/page.tsx","Repository suite; no route-level browser evidence","BLK-001"
"/dashboard/learning/timeline","Learn","authenticated/entitled","desktop + mobile required","link","1","Correct UI, authorization, persistence, telemetry, and downstream effect","Not browser-exercised","untested","Static JSX discovery only","src/app/(dashboard)/dashboard/learning/timeline/page.tsx","Repository suite; no route-level browser evidence","BLK-001"
"/dashboard/portfolio/decisions/[decisionId]","Customer dashboard","authenticated/entitled","desktop + mobile required","link","1","Correct UI, authorization, persistence, telemetry, and downstream effect","Not browser-exercised","untested","Static JSX discovery only","src/app/(dashboard)/dashboard/portfolio/decisions/[decisionId]/page.tsx","Repository suite; no route-level browser evidence","BLK-001"
"/dashboard/portfolio/outcomes/[reviewId]","Customer dashboard","authenticated/entitled","desktop + mobile required","link","1","Correct UI, authorization, persistence, telemetry, and downstream effect","Not browser-exercised","untested","Static JSX discovery only","src/app/(dashboard)/dashboard/portfolio/outcomes/[reviewId]/page.tsx","Repository suite; no route-level browser evidence","BLK-001"
"/dashboard/reports","Reports","authenticated/entitled","desktop + mobile required","link","5","Correct UI, authorization, persistence, telemetry, and downstream effect","Not browser-exercised","untested","Static JSX discovery only","src/app/(dashboard)/dashboard/reports/page.tsx","Repository suite; no route-level browser evidence","BLK-001"
"/dashboard/reports/[reportId]/share","Reports","authenticated/entitled","desktop + mobile required","link","1","Correct UI, authorization, persistence, telemetry, and downstream effect","Not browser-exercised","untested","Static JSX discovery only","src/app/(dashboard)/dashboard/reports/[reportId]/share/page.tsx","Repository suite; no route-level browser evidence","BLK-001"
"/dashboard/reports/[reportId]/share","Reports","authenticated/entitled","desktop + mobile required","form","1","Correct UI, authorization, persistence, telemetry, and downstream effect","Not browser-exercised","untested","Static JSX discovery only","src/app/(dashboard)/dashboard/reports/[reportId]/share/page.tsx","Repository suite; no route-level browser evidence","BLK-001"
"/dashboard/reports/[reportId]/share","Reports","authenticated/entitled","desktop + mobile required","input","2","Correct UI, authorization, persistence, telemetry, and downstream effect","Not browser-exercised","untested","Static JSX discovery only","src/app/(dashboard)/dashboard/reports/[reportId]/share/page.tsx","Repository suite; no route-level browser evidence","BLK-001"
"/dashboard/reports/[reportId]/share","Reports","authenticated/entitled","desktop + mobile required","button","1","Correct UI, authorization, persistence, telemetry, and downstream effect","Not browser-exercised","untested","Static JSX discovery only","src/app/(dashboard)/dashboard/reports/[reportId]/share/page.tsx","Repository suite; no route-level browser evidence","BLK-001"
"/dashboard/reports/[reportId]/versions/[versionId]","Reports","authenticated/entitled","desktop + mobile required","link","3","Correct UI, authorization, persistence, telemetry, and downstream effect","Not browser-exercised","untested","Static JSX discovery only","src/app/(dashboard)/dashboard/reports/[reportId]/versions/[versionId]/page.tsx","Repository suite; no route-level browser evidence","BLK-001"
"/dashboard/reports/[reportId]/versions/[versionId]","Reports","authenticated/entitled","desktop + mobile required","form","5","Correct UI, authorization, persistence, telemetry, and downstream effect","Not browser-exercised","untested","Static JSX discovery only","src/app/(dashboard)/dashboard/reports/[reportId]/versions/[versionId]/page.tsx","Repository suite; no route-level browser evidence","BLK-001"
"/dashboard/reports/[reportId]/versions/[versionId]","Reports","authenticated/entitled","desktop + mobile required","input","16","Correct UI, authorization, persistence, telemetry, and downstream effect","Not browser-exercised","untested","Static JSX discovery only","src/app/(dashboard)/dashboard/reports/[reportId]/versions/[versionId]/page.tsx","Repository suite; no route-level browser evidence","BLK-001"
"/dashboard/reports/[reportId]/versions/[versionId]","Reports","authenticated/entitled","desktop + mobile required","button","5","Correct UI, authorization, persistence, telemetry, and downstream effect","Not browser-exercised","untested","Static JSX discovery only","src/app/(dashboard)/dashboard/reports/[reportId]/versions/[versionId]/page.tsx","Repository suite; no route-level browser evidence","BLK-001"
"/dashboard/reports/[reportId]/versions/[versionId]","Reports","authenticated/entitled","desktop + mobile required","a","1","Correct UI, authorization, persistence, telemetry, and downstream effect","Not browser-exercised","untested","Static JSX discovery only","src/app/(dashboard)/dashboard/reports/[reportId]/versions/[versionId]/page.tsx","Repository suite; no route-level browser evidence","BLK-001"
"/dashboard/reports/compare","Reports","authenticated/entitled","desktop + mobile required","link","1","Correct UI, authorization, persistence, telemetry, and downstream effect","Not browser-exercised","untested","Static JSX discovery only","src/app/(dashboard)/dashboard/reports/compare/page.tsx","Repository suite; no route-level browser evidence","BLK-001"
"/dashboard/reports/compare","Reports","authenticated/entitled","desktop + mobile required","form","1","Correct UI, authorization, persistence, telemetry, and downstream effect","Not browser-exercised","untested","Static JSX discovery only","src/app/(dashboard)/dashboard/reports/compare/page.tsx","Repository suite; no route-level browser evidence","BLK-001"
"/dashboard/reports/compare","Reports","authenticated/entitled","desktop + mobile required","select","3","Correct UI, authorization, persistence, telemetry, and downstream effect","Not browser-exercised","untested","Static JSX discovery only","src/app/(dashboard)/dashboard/reports/compare/page.tsx","Repository suite; no route-level browser evidence","BLK-001"
"/dashboard/reports/compare","Reports","authenticated/entitled","desktop + mobile required","button","1","Correct UI, authorization, persistence, telemetry, and downstream effect","Not browser-exercised","untested","Static JSX discovery only","src/app/(dashboard)/dashboard/reports/compare/page.tsx","Repository suite; no route-level browser evidence","BLK-001"
"/dashboard/reports/library","Reports","authenticated/entitled","desktop + mobile required","link","2","Correct UI, authorization, persistence, telemetry, and downstream effect","Not browser-exercised","untested","Static JSX discovery only","src/app/(dashboard)/dashboard/reports/library/page.tsx","Repository suite; no route-level browser evidence","BLK-001"
"/dashboard/reports/library","Reports","authenticated/entitled","desktop + mobile required","form","1","Correct UI, authorization, persistence, telemetry, and downstream effect","Not browser-exercised","untested","Static JSX discovery only","src/app/(dashboard)/dashboard/reports/library/page.tsx","Repository suite; no route-level browser evidence","BLK-001"
"/dashboard/reports/library","Reports","authenticated/entitled","desktop + mobile required","input","2","Correct UI, authorization, persistence, telemetry, and downstream effect","Not browser-exercised","untested","Static JSX discovery only","src/app/(dashboard)/dashboard/reports/library/page.tsx","Repository suite; no route-level browser evidence","BLK-001"
"/dashboard/reports/library","Reports","authenticated/entitled","desktop + mobile required","select","2","Correct UI, authorization, persistence, telemetry, and downstream effect","Not browser-exercised","untested","Static JSX discovery only","src/app/(dashboard)/dashboard/reports/library/page.tsx","Repository suite; no route-level browser evidence","BLK-001"
"/dashboard/reports/library","Reports","authenticated/entitled","desktop + mobile required","button","1","Correct UI, authorization, persistence, telemetry, and downstream effect","Not browser-exercised","untested","Static JSX discovery only","src/app/(dashboard)/dashboard/reports/library/page.tsx","Repository suite; no route-level browser evidence","BLK-001"
"/dashboard/reports/new/[definitionId]","Reports","authenticated/entitled","desktop + mobile required","link","1","Correct UI, authorization, persistence, telemetry, and downstream effect","Not browser-exercised","untested","Static JSX discovery only","src/app/(dashboard)/dashboard/reports/new/[definitionId]/page.tsx","Repository suite; no route-level browser evidence","BLK-001"
"/dashboard/reports/new/[definitionId]","Reports","authenticated/entitled","desktop + mobile required","form","1","Correct UI, authorization, persistence, telemetry, and downstream effect","Not browser-exercised","untested","Static JSX discovery only","src/app/(dashboard)/dashboard/reports/new/[definitionId]/page.tsx","Repository suite; no route-level browser evidence","BLK-001"
"/dashboard/reports/new/[definitionId]","Reports","authenticated/entitled","desktop + mobile required","input","7","Correct UI, authorization, persistence, telemetry, and downstream effect","Not browser-exercised","untested","Static JSX discovery only","src/app/(dashboard)/dashboard/reports/new/[definitionId]/page.tsx","Repository suite; no route-level browser evidence","BLK-001"
"/dashboard/reports/new/[definitionId]","Reports","authenticated/entitled","desktop + mobile required","select","2","Correct UI, authorization, persistence, telemetry, and downstream effect","Not browser-exercised","untested","Static JSX discovery only","src/app/(dashboard)/dashboard/reports/new/[definitionId]/page.tsx","Repository suite; no route-level browser evidence","BLK-001"
"/dashboard/reports/new/[definitionId]","Reports","authenticated/entitled","desktop + mobile required","textarea","1","Correct UI, authorization, persistence, telemetry, and downstream effect","Not browser-exercised","untested","Static JSX discovery only","src/app/(dashboard)/dashboard/reports/new/[definitionId]/page.tsx","Repository suite; no route-level browser evidence","BLK-001"
"/dashboard/reports/new/[definitionId]","Reports","authenticated/entitled","desktop + mobile required","button","1","Correct UI, authorization, persistence, telemetry, and downstream effect","Not browser-exercised","untested","Static JSX discovery only","src/app/(dashboard)/dashboard/reports/new/[definitionId]/page.tsx","Repository suite; no route-level browser evidence","BLK-001"
"/dashboard/settings","Customer dashboard","authenticated/entitled","desktop + mobile required","link","1","Correct UI, authorization, persistence, telemetry, and downstream effect","Not browser-exercised","untested","Static JSX discovery only","src/app/(dashboard)/dashboard/settings/page.tsx","Repository suite; no route-level browser evidence","BLK-001"
"/dashboard/settings","Customer dashboard","authenticated/entitled","desktop + mobile required","button","1","Correct UI, authorization, persistence, telemetry, and downstream effect","Not browser-exercised","untested","Static JSX discovery only","src/app/(dashboard)/dashboard/settings/page.tsx","Repository suite; no route-level browser evidence","BLK-001"
"/dashboard/setup/connect","Customer dashboard","authenticated/entitled","desktop + mobile required","link","1","Correct UI, authorization, persistence, telemetry, and downstream effect","Not browser-exercised","untested","Static JSX discovery only","src/app/(dashboard-setup)/dashboard/setup/connect/page.tsx","Repository suite; no route-level browser evidence","BLK-001"
"/dashboard/setup/import","Customer dashboard","authenticated/entitled","desktop + mobile required","link","2","Correct UI, authorization, persistence, telemetry, and downstream effect","Not browser-exercised","untested","Static JSX discovery only","src/app/(dashboard-setup)/dashboard/setup/import/page.tsx","Repository suite; no route-level browser evidence","BLK-001"
"/dashboard/setup/team","Customer dashboard","authenticated/entitled","desktop + mobile required","link","2","Correct UI, authorization, persistence, telemetry, and downstream effect","Not browser-exercised","untested","Static JSX discovery only","src/app/(dashboard-setup)/dashboard/setup/team/page.tsx","Repository suite; no route-level browser evidence","BLK-001"
