route,kind,area,expected_role,dynamic,linked,build_result,runtime_result,reason,evidence,source
"/admin/reports/health","page","Admin","admin","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(admin)/admin/reports/health/page.tsx"
"/admin/reports/jobs","page","Admin","admin","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(admin)/admin/reports/jobs/page.tsx"
"/admin/reports/shares","page","Admin","admin","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(admin)/admin/reports/shares/page.tsx"
"/admin/reports/templates","page","Admin","admin","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(admin)/admin/reports/templates/page.tsx"
"/admin/support","page","Admin","admin","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(admin)/admin/support/page.tsx"
"/admin/sync-history","page","Admin","admin","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(admin)/admin/sync-history/page.tsx"
"/api/admin/integrations/hospitable/messages/sync","route-handler","API / integration","admin","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/api/admin/integrations/hospitable/messages/sync/route.ts"
"/api/admin/integrations/hospitable/sync","route-handler","API / integration","admin","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/api/admin/integrations/hospitable/sync/route.ts"
"/api/admin/integrations/market/health","route-handler","API / integration","admin","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/api/admin/integrations/market/health/route.ts"
"/api/automations/reports/[reportKey]/csv","route-handler","Reports","anonymous or route-specific","true","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/api/automations/reports/[reportKey]/csv/route.ts"
"/api/health","route-handler","API / integration","anonymous or route-specific","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/api/health/route.ts"
"/api/hpm/reports/[reportKey]/csv","route-handler","Reports","anonymous or route-specific","true","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/api/hpm/reports/[reportKey]/csv/route.ts"
"/api/internal/automations/process","route-handler","API / integration","internal service","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/api/internal/automations/process/route.ts"
"/api/investment-reports/[reportId]/pdf","route-handler","Investment Intelligence","anonymous or route-specific","true","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/api/investment-reports/[reportId]/pdf/route.ts"
"/api/public/guidebooks/[slug]/events","route-handler","Guidebook Studio","anonymous or route-specific","true","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/api/public/guidebooks/[slug]/events/route.ts"
"/api/public/owner-checklist/download","route-handler","API / integration","anonymous or route-specific","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/api/public/owner-checklist/download/route.ts"
"/api/webhooks/hospitable/messages","route-handler","API / integration","provider webhook","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/api/webhooks/hospitable/messages/route.ts"
"/api/webhooks/stripe","route-handler","API / integration","provider webhook","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/api/webhooks/stripe/route.ts"
"/approach","page","Public marketing / portal","anonymous or route-specific","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(marketing)/approach/page.tsx"
"/auth/callback","route-handler","Authentication","anonymous or route-specific","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(auth)/auth/callback/route.ts"
"/bookings","page","Public marketing / portal","anonymous or route-specific","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(portal)/bookings/page.tsx"
"/checkout/[checkoutSessionId]","page","Commerce","anonymous or route-specific","true","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(marketing)/checkout/[checkoutSessionId]/page.tsx"
"/checkout/cancel","page","Commerce","anonymous or route-specific","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(public)/checkout/cancel/page.tsx"
"/checkout/success","page","Commerce","anonymous or route-specific","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(public)/checkout/success/page.tsx"
"/commerce/activate","page","Commerce","anonymous or route-specific","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(commerce)/commerce/activate/page.tsx"
"/commerce/checkout","page","Commerce","anonymous or route-specific","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(commerce)/commerce/checkout/page.tsx"
"/commerce/checkout/cancelled","page","Commerce","anonymous or route-specific","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(commerce)/commerce/checkout/cancelled/page.tsx"
"/commerce/complete","page","Commerce","anonymous or route-specific","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(commerce)/commerce/complete/page.tsx"
"/commerce/configure-workspace","page","Commerce","anonymous or route-specific","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(commerce)/commerce/configure-workspace/page.tsx"
"/commerce/create-account","page","Commerce","anonymous or route-specific","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(commerce)/commerce/create-account/page.tsx"
"/commerce/review","page","Commerce","anonymous or route-specific","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(commerce)/commerce/review/page.tsx"
"/commerce/welcome","page","Commerce","anonymous or route-specific","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(commerce)/commerce/welcome/page.tsx"
"/contact","page","Public marketing / portal","anonymous or route-specific","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(marketing)/contact/page.tsx"
"/dashboard","page","Customer dashboard","authenticated/entitled","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(dashboard)/dashboard/page.tsx"
"/dashboard/access","page","Customer dashboard","authenticated/entitled","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(dashboard)/dashboard/access/page.tsx"
"/dashboard/actions","page","Actions / Execute","authenticated/entitled","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(dashboard)/dashboard/actions/page.tsx"
"/dashboard/actions/[id]","page","Actions / Execute","authenticated/entitled","true","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(dashboard)/dashboard/actions/[id]/page.tsx"
"/dashboard/automations","page","Customer dashboard","authenticated/entitled","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(dashboard)/dashboard/automations/page.tsx"
"/dashboard/automations/approvals","page","Customer dashboard","authenticated/entitled","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(dashboard)/dashboard/automations/approvals/page.tsx"
"/dashboard/automations/approvals/[approvalId]","page","Customer dashboard","authenticated/entitled","true","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(dashboard)/dashboard/automations/approvals/[approvalId]/page.tsx"
"/dashboard/automations/definitions","page","Customer dashboard","authenticated/entitled","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(dashboard)/dashboard/automations/definitions/page.tsx"
"/dashboard/automations/definitions/[automationId]","page","Customer dashboard","authenticated/entitled","true","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(dashboard)/dashboard/automations/definitions/[automationId]/page.tsx"
"/dashboard/automations/definitions/[automationId]/versions/[versionId]","page","Customer dashboard","authenticated/entitled","true","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(dashboard)/dashboard/automations/definitions/[automationId]/versions/[versionId]/page.tsx"
"/dashboard/automations/definitions/new","page","Customer dashboard","authenticated/entitled","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(dashboard)/dashboard/automations/definitions/new/page.tsx"
"/dashboard/automations/operations","page","Customer dashboard","authenticated/entitled","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(dashboard)/dashboard/automations/operations/page.tsx"
"/dashboard/automations/operations/reports/[reportKey]","page","Reports","authenticated/entitled","true","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(dashboard)/dashboard/automations/operations/reports/[reportKey]/page.tsx"
"/dashboard/automations/runs","page","Customer dashboard","authenticated/entitled","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(dashboard)/dashboard/automations/runs/page.tsx"
"/dashboard/automations/runs/[runId]","page","Customer dashboard","authenticated/entitled","true","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(dashboard)/dashboard/automations/runs/[runId]/page.tsx"
"/dashboard/automations/templates","page","Customer dashboard","authenticated/entitled","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(dashboard)/dashboard/automations/templates/page.tsx"
"/dashboard/automations/templates/[templateId]","page","Customer dashboard","authenticated/entitled","true","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(dashboard)/dashboard/automations/templates/[templateId]/page.tsx"
"/dashboard/billing","page","Customer dashboard","authenticated/entitled","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(dashboard)/dashboard/billing/page.tsx"
"/dashboard/bookings","page","Customer dashboard","authenticated/entitled","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(dashboard)/dashboard/bookings/page.tsx"
"/dashboard/communications","page","Customer dashboard","authenticated/entitled","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(dashboard)/dashboard/communications/page.tsx"
"/dashboard/communications/[conversationId]","page","Customer dashboard","authenticated/entitled","true","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(dashboard)/dashboard/communications/[conversationId]/page.tsx"
"/dashboard/communications/guests/[guestId]","page","Customer dashboard","authenticated/entitled","true","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(dashboard)/dashboard/communications/guests/[guestId]/page.tsx"
"/dashboard/execute","page","Actions / Execute","authenticated/entitled","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(dashboard)/dashboard/execute/page.tsx"
"/dashboard/execute/actions","page","Actions / Execute","authenticated/entitled","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(dashboard)/dashboard/execute/actions/page.tsx"
"/dashboard/execute/actions/[id]","page","Actions / Execute","authenticated/entitled","true","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(dashboard)/dashboard/execute/actions/[id]/page.tsx"
"/dashboard/financial","page","Customer dashboard","authenticated/entitled","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(dashboard)/dashboard/financial/page.tsx"
"/dashboard/financial/capital","page","Customer dashboard","authenticated/entitled","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(dashboard)/dashboard/financial/capital/page.tsx"
"/dashboard/financial/cash-flow","page","Customer dashboard","authenticated/entitled","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(dashboard)/dashboard/financial/cash-flow/page.tsx"
"/dashboard/financial/expenses","page","Customer dashboard","authenticated/entitled","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(dashboard)/dashboard/financial/expenses/page.tsx"
"/dashboard/financial/expenses/new","page","Customer dashboard","authenticated/entitled","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(dashboard)/dashboard/financial/expenses/new/page.tsx"
"/dashboard/financial/outcomes","page","Customer dashboard","authenticated/entitled","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(dashboard)/dashboard/financial/outcomes/page.tsx"
"/dashboard/financial/planning","page","Customer dashboard","authenticated/entitled","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(dashboard)/dashboard/financial/planning/page.tsx"
"/dashboard/financial/profitability","page","Customer dashboard","authenticated/entitled","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(dashboard)/dashboard/financial/profitability/page.tsx"
"/dashboard/furnishing","page","Furnishing Studio","authenticated/entitled","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(dashboard)/dashboard/furnishing/page.tsx"
"/dashboard/furnishing/[section]","page","Furnishing Studio","authenticated/entitled","true","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(dashboard)/dashboard/furnishing/[section]/page.tsx"
"/dashboard/furnishing/new","page","Furnishing Studio","authenticated/entitled","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(dashboard)/dashboard/furnishing/new/page.tsx"
"/dashboard/furnishing/projects","page","Furnishing Studio","authenticated/entitled","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(dashboard)/dashboard/furnishing/projects/page.tsx"
"/dashboard/furnishing/projects/[projectId]","page","Furnishing Studio","authenticated/entitled","true","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(dashboard)/dashboard/furnishing/projects/[projectId]/page.tsx"
"/dashboard/furnishing/projects/[projectId]/installation","page","Furnishing Studio","authenticated/entitled","true","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(dashboard)/dashboard/furnishing/projects/[projectId]/installation/page.tsx"
"/dashboard/furnishing/projects/[projectId]/procurement","page","Furnishing Studio","authenticated/entitled","true","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(dashboard)/dashboard/furnishing/projects/[projectId]/procurement/page.tsx"
"/dashboard/furnishing/projects/new","page","Furnishing Studio","authenticated/entitled","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(dashboard)/dashboard/furnishing/projects/new/page.tsx"
"/dashboard/guidebooks","page","Guidebook Studio","authenticated/entitled","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(dashboard)/dashboard/guidebooks/page.tsx"
"/dashboard/guidebooks/[guidebookId]","page","Guidebook Studio","authenticated/entitled","true","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(dashboard)/dashboard/guidebooks/[guidebookId]/page.tsx"
"/dashboard/guidebooks/[guidebookId]/analytics","page","Guidebook Studio","authenticated/entitled","true","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(dashboard)/dashboard/guidebooks/[guidebookId]/analytics/page.tsx"
"/dashboard/guidebooks/[guidebookId]/compose","page","Guidebook Studio","authenticated/entitled","true","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(dashboard)/dashboard/guidebooks/[guidebookId]/compose/page.tsx"
"/dashboard/guidebooks/[guidebookId]/edit","page","Guidebook Studio","authenticated/entitled","true","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(dashboard)/dashboard/guidebooks/[guidebookId]/edit/page.tsx"
"/dashboard/guidebooks/[guidebookId]/improve","page","Guidebook Studio","authenticated/entitled","true","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(dashboard)/dashboard/guidebooks/[guidebookId]/improve/page.tsx"
"/dashboard/guidebooks/[guidebookId]/preview","page","Guidebook Studio","authenticated/entitled","true","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(dashboard)/dashboard/guidebooks/[guidebookId]/preview/page.tsx"
"/dashboard/guidebooks/[guidebookId]/publish","page","Guidebook Studio","authenticated/entitled","true","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(dashboard)/dashboard/guidebooks/[guidebookId]/publish/page.tsx"
"/dashboard/guidebooks/[guidebookId]/settings","page","Guidebook Studio","authenticated/entitled","true","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(dashboard)/dashboard/guidebooks/[guidebookId]/settings/page.tsx"
"/dashboard/guidebooks/[guidebookId]/setup","page","Guidebook Studio","authenticated/entitled","true","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(dashboard)/dashboard/guidebooks/[guidebookId]/setup/page.tsx"
"/dashboard/guidebooks/[guidebookId]/share","page","Guidebook Studio","authenticated/entitled","true","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(dashboard)/dashboard/guidebooks/[guidebookId]/share/page.tsx"
"/dashboard/guidebooks/[guidebookId]/share/qr","route-handler","Guidebook Studio","authenticated/entitled","true","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(dashboard)/dashboard/guidebooks/[guidebookId]/share/qr/route.ts"
"/dashboard/guidebooks/[guidebookId]/versions","page","Guidebook Studio","authenticated/entitled","true","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(dashboard)/dashboard/guidebooks/[guidebookId]/versions/page.tsx"
"/dashboard/guidebooks/[guidebookId]/versions/[versionId]/preview","page","Guidebook Studio","authenticated/entitled","true","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(dashboard)/dashboard/guidebooks/[guidebookId]/versions/[versionId]/preview/page.tsx"
"/dashboard/guidebooks/new","page","Guidebook Studio","authenticated/entitled","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(dashboard)/dashboard/guidebooks/new/page.tsx"
"/dashboard/hpm","page","HPM","authenticated/entitled","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(dashboard)/dashboard/hpm/page.tsx"
"/dashboard/hpm/attention","page","HPM","authenticated/entitled","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(dashboard)/dashboard/hpm/attention/page.tsx"
"/dashboard/hpm/lifecycle","page","HPM","authenticated/entitled","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(dashboard)/dashboard/hpm/lifecycle/page.tsx"
"/dashboard/hpm/lifecycle/[threadId]","page","HPM","authenticated/entitled","true","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(dashboard)/dashboard/hpm/lifecycle/[threadId]/page.tsx"
"/dashboard/hpm/operations","page","HPM","authenticated/entitled","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(dashboard)/dashboard/hpm/operations/page.tsx"
"/dashboard/hpm/reports","page","HPM","authenticated/entitled","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(dashboard)/dashboard/hpm/reports/page.tsx"
"/dashboard/hpm/reports/[reportKey]","page","HPM","authenticated/entitled","true","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(dashboard)/dashboard/hpm/reports/[reportKey]/page.tsx"
"/dashboard/hpm/reports/[reportKey]/print","page","HPM","authenticated/entitled","true","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(dashboard)/dashboard/hpm/reports/[reportKey]/print/page.tsx"
"/dashboard/insights","page","Customer dashboard","authenticated/entitled","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(dashboard)/dashboard/insights/page.tsx"
"/dashboard/investments","page","Investment Intelligence","authenticated/entitled","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(dashboard)/dashboard/investments/page.tsx"
"/dashboard/investments/new","page","Investment Intelligence","authenticated/entitled","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(dashboard)/dashboard/investments/new/page.tsx"
"/dashboard/investments/opportunities","page","Investment Intelligence","authenticated/entitled","false","not exhaustively resolved","pass","blocked","No pre-existing controlled identity/browser matrix supplied; audit forbids provisioning or external mutation","npm run build (273 static pages generated; route emitted)","src/app/(dashboard)/dashboard/investments/opportunities/page.tsx"
